PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints,Year
Deebo Samuel,2562721,WR,SF,,,,26.0,,33.0,391.0,1.0,,,,,27.63,8.0,33.0,41.0,33.0,44.0,75.0,2.0,4.0,1.0,97,65.9,2020
Mack Hollins,2558262,WR,MIA,,,,,,16.0,176.0,1.0,,,,1.0,41.35,,16.0,16.0,16.0,25.0,64.0,2.0,1.0,1.0,129,32.9,2020
Zay Jones,2557863,WR,LV,29.0,,,,,14.0,154.0,1.0,,,,,44.6,,14.0,14.0,14.0,19.0,74.0,3.0,2.0,1.0,132,29.56,2020
Noah Brown,2558091,WR,DAL,,,,4.0,,14.0,154.0,,,,,,30.83,1.0,14.0,15.0,14.0,24.0,58.0,2.0,2.0,,140,25.3,2020
Equanimeous St. Brown,2560883,WR,GB,,,,7.0,,7.0,117.0,1.0,,,,,32.69,1.0,7.0,8.0,7.0,13.0,54.0,,,,141,25.3,2020
Ray-Ray McCloud,2560801,WR,PIT,,,,65.0,,20.0,77.0,,,,,2.0,32.98,4.0,20.0,24.0,20.0,22.0,91.0,1.0,2.0,1.0,150,21.9,2020
Laquon Treadwell,2555214,WR,JAX,,,,,,6.0,49.0,2.0,,,,,37.69,,6.0,6.0,6.0,7.0,86.0,3.0,2.0,3.0,154,19.9,2020
Dante Pettis,2560836,WR,NYG,,,,,,4.0,76.0,1.0,,,,1.0,35.97,,4.0,4.0,4.0,6.0,67.0,,,,162,13.6,2020
Courtland Sutton,2560888,WR,DEN,,,,,,3.0,66.0,,,,,,35.6,,3.0,3.0,3.0,6.0,50.0,,,,175,9.8,2020
River Cracraft,2559485,WR,SF,,,,,,6.0,41.0,,,,,,27.63,,6.0,6.0,6.0,9.0,67.0,3.0,2.0,1.0,176,8.8,2020
John Ross,2558010,WR,NYG,,,,,,2.0,17.0,,,,,,35.97,,2.0,2.0,2.0,7.0,29.0,,,,195,2.7,2020
Cooper Kupp,2557898,WR,LA,,,,18.0,,145.0,1947.0,16.0,,,1.0,,29.91,4.0,145.0,149.0,145.0,191.0,76.0,38.0,28.0,14.0,1,368.7,2021
Deebo Samuel,2562721,WR,SF,24.0,1.0,,365.0,8.0,77.0,1405.0,6.0,,,,4.0,28.41,59.0,77.0,136.0,77.0,121.0,64.0,9.0,19.0,14.0,2,299.16,2021
Davante Adams,2543495,WR,GB,,,,,,123.0,1553.0,11.0,,,,,29.44,,123.0,123.0,123.0,169.0,73.0,29.0,19.0,13.0,3,284.5,2021
Justin Jefferson,2564556,WR,MIN,35.0,,,14.0,,108.0,1616.0,10.0,,,,1.0,29.43,6.0,108.0,114.0,108.0,167.0,65.0,22.0,13.0,10.0,4,276.4,2021
Ja'Marr Chase,2565941,WR,CIN,,,,21.0,,81.0,1455.0,13.0,,,,2.0,28.06,7.0,81.0,88.0,81.0,128.0,63.0,15.0,11.0,8.0,5,266.3,2021
Tyreek Hill,2556214,WR,KC,,,,96.0,,111.0,1239.0,9.0,,,,2.0,27.79,9.0,111.0,120.0,111.0,159.0,70.0,25.0,18.0,10.0,6,243.4,2021
Stefon Diggs,2552608,WR,BUF,,,,,,103.0,1225.0,10.0,,,,1.0,27.87,,103.0,103.0,103.0,164.0,63.0,34.0,19.0,10.0,7,237.1,2021
Mike Evans,2543468,WR,TB,,,,10.0,,74.0,1035.0,14.0,,,,,25.13,1.0,74.0,75.0,74.0,114.0,65.0,20.0,14.0,11.0,8,228.9,2021
Diontae Johnson,2562674,WR,PIT,,,,53.0,,107.0,1161.0,8.0,,,1.0,2.0,32.64,5.0,107.0,112.0,107.0,169.0,63.0,22.0,13.0,9.0,9,222.6,2021
Mike Williams,2558846,WR,LAC,,,,,,76.0,1146.0,9.0,,,1.0,,23.53,,76.0,76.0,76.0,129.0,59.0,23.0,9.0,9.0,10,208.6,2021
Tyler Lockett,2552430,WR,SEA,,,,9.0,,73.0,1175.0,8.0,,,1.0,,32.39,2.0,73.0,75.0,73.0,107.0,68.0,7.0,4.0,2.0,12,206.6,2021
Keenan Allen,2540154,WR,LAC,,,,,,106.0,1138.0,6.0,,,1.0,1.0,23.53,,106.0,106.0,106.0,157.0,68.0,25.0,17.0,8.0,14,206.2,2021
D.J. Moore,2560813,WR,CAR,,,,48.0,,93.0,1157.0,4.0,,,1.0,1.0,30.34,8.0,93.0,101.0,93.0,163.0,57.0,14.0,6.0,7.0,15,201.33,2021
Jaylen Waddle,2566292,WR,MIA,,,,3.0,1.0,104.0,1015.0,6.0,,,,2.0,25.01,2.0,104.0,106.0,104.0,140.0,74.0,15.0,13.0,8.0,16,198.6,2021
CeeDee Lamb,2563848,WR,DAL,,,,76.0,,79.0,1102.0,6.0,,,,,22.85,9.0,79.0,88.0,79.0,120.0,66.0,11.0,7.0,2.0,17,196.7,2021
Chris Godwin,2558105,WR,TB,,,,21.0,1.0,98.0,1103.0,5.0,,,,2.0,25.13,4.0,98.0,102.0,98.0,127.0,77.0,26.0,21.0,5.0,18,195.1,2021
Brandin Cooks,2543498,WR,HOU,,,,21.0,,90.0,1037.0,6.0,,,,,33.76,2.0,90.0,92.0,90.0,134.0,67.0,10.0,7.0,2.0,20,188.5,2021
Darnell Mooney,2563707,WR,CHI,,,,32.0,1.0,81.0,1055.0,4.0,,,,,36.1,6.0,81.0,87.0,81.0,140.0,58.0,11.0,9.0,3.0,21,187.7,2021
Tee Higgins,2563731,WR,CIN,,,,,,74.0,1091.0,6.0,,,1.0,1.0,28.06,,74.0,74.0,74.0,110.0,67.0,13.0,7.0,7.0,22,187.2,2021
Amon-Ra St. Brown,2566073,WR,DET,,,,61.0,1.0,90.0,912.0,5.0,,,2.0,,28.01,7.0,90.0,97.0,90.0,119.0,76.0,15.0,10.0,4.0,23,184.0,2021
Terry McLaurin,2562489,WR,WAS,,,,12.0,,77.0,1053.0,5.0,,,,,30.09,1.0,77.0,78.0,77.0,130.0,59.0,9.0,6.0,2.0,24,181.8,2021
Marquise Brown,2562379,WR,BAL,,,,5.0,,91.0,1008.0,6.0,,,,3.0,29.81,1.0,91.0,92.0,91.0,146.0,62.0,17.0,8.0,6.0,25,178.5,2021
Christian Kirk,2560781,WR,ARI,33.0,,,11.0,,77.0,982.0,5.0,,,,,28.51,1.0,77.0,78.0,77.0,103.0,75.0,11.0,7.0,8.0,26,170.12,2021
Amari Cooper,2552487,WR,DAL,,,,,,68.0,865.0,8.0,,,,1.0,22.85,,68.0,68.0,68.0,104.0,65.0,19.0,14.0,4.0,27,167.3,2021
Adam Thielen,2541785,WR,MIN,,,,2.0,,67.0,726.0,10.0,,,,1.0,29.43,1.0,67.0,68.0,67.0,95.0,71.0,15.0,13.0,8.0,28,165.3,2021
DeVonta Smith,2566409,WR,PHI,,,,,,64.0,916.0,5.0,,,1.0,1.0,30.87,,64.0,64.0,64.0,104.0,62.0,8.0,4.0,6.0,29,160.5,2021
A.J. Brown,2562238,WR,TEN,,,,10.0,,63.0,869.0,5.0,,,,,29.86,2.0,63.0,65.0,63.0,105.0,60.0,11.0,6.0,4.0,30,157.2,2021
Kendrick Bourne,2558914,WR,NE,25.0,1.0,,125.0,,55.0,800.0,5.0,,,,1.0,29.38,12.0,55.0,67.0,55.0,70.0,79.0,7.0,7.0,2.0,31,153.0,2021
Tyler Boyd,2555466,WR,CIN,46.0,,,22.0,,67.0,828.0,5.0,,,,1.0,28.06,2.0,67.0,69.0,67.0,94.0,71.0,7.0,5.0,3.0,32,151.04,2021
Jakobi Meyers,2562492,WR,NE,45.0,,,9.0,,83.0,866.0,2.0,,,2.0,1.0,29.38,1.0,83.0,84.0,83.0,126.0,66.0,14.0,9.0,5.0,33,148.2,2021
Brandon Aiyuk,2565093,WR,SF,,,,17.0,,56.0,826.0,5.0,,,1.0,2.0,28.41,5.0,56.0,61.0,56.0,84.0,67.0,10.0,5.0,7.0,36,141.83,2021
Tim Patrick,2558985,WR,DEN,,,,,,53.0,734.0,5.0,,,,,31.14,,53.0,53.0,53.0,85.0,62.0,11.0,4.0,6.0,41,130.97,2021
DeAndre Hopkins,2540165,WR,ARI,,,,,,42.0,572.0,8.0,,,,,28.51,,42.0,42.0,42.0,64.0,66.0,15.0,8.0,10.0,43,126.2,2021
Courtland Sutton,2560888,WR,DEN,16.0,,,,,58.0,776.0,2.0,,,1.0,,31.14,,58.0,58.0,58.0,98.0,59.0,13.0,9.0,4.0,47,121.24,2021
Robert Woods,2540169,WR,LA,,,,46.0,1.0,45.0,556.0,4.0,,,1.0,,29.91,8.0,45.0,53.0,45.0,69.0,65.0,16.0,11.0,5.0,48,116.4,2021
Robby Anderson,2556462,WR,CAR,,,,36.0,,53.0,519.0,5.0,,,,,30.34,3.0,53.0,56.0,53.0,110.0,48.0,8.0,5.0,6.0,51,113.7,2021
Gabriel Davis,2563602,WR,BUF,,,,,,35.0,549.0,6.0,,,,,27.87,,35.0,35.0,35.0,63.0,56.0,18.0,9.0,8.0,54,110.1,2021
Zay Jones,2557863,WR,LV,,,,3.0,,47.0,546.0,1.0,,,,1.0,24.46,2.0,47.0,49.0,47.0,70.0,67.0,5.0,1.0,1.0,66,88.3,2021
Nelson Agholor,2552600,WR,NE,,,,11.0,,37.0,473.0,3.0,,,,,29.38,3.0,37.0,40.0,37.0,65.0,57.0,7.0,5.0,1.0,69,86.6,2021
Jamison Crowder,2552415,WR,NYJ,,,,,,51.0,447.0,2.0,,,2.0,1.0,20.43,,51.0,51.0,51.0,71.0,72.0,12.0,9.0,2.0,70,85.9,2021
Rashod Bateman,2565836,WR,BAL,,,,,,46.0,515.0,1.0,,,,,29.81,,46.0,46.0,46.0,68.0,68.0,6.0,5.0,2.0,72,81.5,2021
Josh Palmer,2566502,WR,LAC,,,,6.0,,33.0,353.0,4.0,,,,,23.53,1.0,33.0,34.0,33.0,49.0,67.0,8.0,6.0,3.0,75,79.8,2021
Zach Pascal,2558877,WR,IND,,,,21.0,,38.0,384.0,3.0,,,,1.0,31.67,2.0,38.0,40.0,38.0,69.0,55.0,13.0,7.0,11.0,77,78.9,2021
Tre'Quan Smith,2560878,WR,NO,,,,,,32.0,377.0,3.0,,,,1.0,32.32,,32.0,32.0,32.0,50.0,64.0,9.0,5.0,4.0,78,74.8,2021
Allen Robinson,2543509,WR,CHI,,,,,,38.0,410.0,1.0,,,1.0,,36.1,,38.0,38.0,38.0,66.0,58.0,6.0,5.0,1.0,87,71.4,2021
Mack Hollins,2558262,WR,MIA,,,,,,14.0,223.0,4.0,,,,,25.01,,14.0,14.0,14.0,28.0,50.0,8.0,4.0,5.0,90,70.2,2021
Josh Reynolds,2558194,WR,DET,,,,,,29.0,396.0,2.0,,,,,28.01,,29.0,29.0,29.0,49.0,59.0,6.0,,1.0,91,69.5,2021
Nico Collins,2566127,WR,HOU,,,,,,33.0,446.0,1.0,,,,,33.76,,33.0,33.0,33.0,60.0,55.0,6.0,1.0,3.0,92,68.8,2021
Laquon Treadwell,2555214,WR,JAX,,,,,,33.0,434.0,1.0,,,,,29.68,,33.0,33.0,33.0,51.0,65.0,6.0,3.0,4.0,93,68.4,2021
Sterling Shepard,2555295,WR,NYG,,,,-9.0,,36.0,366.0,1.0,,,,,32.28,1.0,36.0,37.0,36.0,53.0,68.0,9.0,6.0,2.0,97,64.8,2021
Jerry Jeudy,2563896,WR,DEN,,,,3.0,,38.0,467.0,,,,,1.0,31.14,2.0,38.0,40.0,38.0,56.0,68.0,3.0,2.0,2.0,98,64.0,2021
Kadarius Toney,2566376,WR,NYG,19.0,,,6.0,,39.0,420.0,,,,,,32.28,3.0,39.0,42.0,39.0,57.0,68.0,5.0,2.0,3.0,100,63.59,2021
Calvin Ridley,2560854,WR,ATL,,,,,,31.0,281.0,2.0,,,,,29.54,,31.0,31.0,31.0,52.0,60.0,11.0,8.0,4.0,104,57.3,2021
Demarcus Robinson,2555478,WR,KC,,,,,,25.0,264.0,3.0,,,,,27.79,,25.0,25.0,25.0,41.0,61.0,4.0,3.0,,105,56.9,2021
Chris Conley,2552652,WR,HOU,,,,3.0,,22.0,323.0,2.0,,,,1.0,33.76,1.0,22.0,23.0,22.0,37.0,59.0,1.0,1.0,,109,54.4,2021
Damiere Byrd,2553499,WR,CHI,,,,,,26.0,329.0,1.0,,,1.0,1.0,36.1,,26.0,26.0,26.0,38.0,68.0,4.0,2.0,1.0,111,51.9,2021
Chris Moore,2555209,WR,HOU,,,,,,21.0,227.0,2.0,,,,,33.76,,21.0,21.0,21.0,22.0,95.0,2.0,2.0,,112,51.0,2021
Ray-Ray McCloud,2560801,WR,PIT,,,,15.0,,39.0,277.0,,,,,4.0,32.64,2.0,39.0,41.0,39.0,66.0,59.0,10.0,4.0,3.0,118,46.1,2021
Isaiah McKenzie,2558129,WR,BUF,,,,47.0,1.0,20.0,178.0,1.0,,,,2.0,27.87,9.0,20.0,29.0,20.0,26.0,77.0,5.0,9.0,4.0,121,43.2,2021
John Ross,2558010,WR,NYG,,,,16.0,,11.0,224.0,1.0,,,,1.0,32.28,1.0,11.0,12.0,11.0,20.0,55.0,1.0,,1.0,130,34.5,2021
D.J. Chark,2561018,WR,JAX,,,,,,7.0,154.0,2.0,,,,,29.68,,7.0,7.0,7.0,22.0,32.0,1.0,1.0,,135,30.9,2021
Noah Brown,2558091,WR,DAL,,,,,,16.0,184.0,,,,,,22.85,,16.0,16.0,16.0,25.0,64.0,2.0,2.0,,138,28.0,2021
Equanimeous St. Brown,2560883,WR,GB,,,,14.0,,9.0,98.0,,,,,,29.44,3.0,9.0,12.0,9.0,17.0,53.0,4.0,2.0,,145,25.8,2021
Dante Pettis,2560836,WR,NYG,16.0,,,,,10.0,87.0,1.0,,,,1.0,32.28,,10.0,10.0,10.0,16.0,63.0,2.0,1.0,,154,20.04,2021
Phillip Dorsett,2552424,WR,HOU,,,,,,7.0,110.0,,,,,,33.76,1.0,7.0,8.0,7.0,14.0,50.0,1.0,1.0,,165,15.3,2021
Anthony Miller,2560810,WR,PIT,,,,,,6.0,25.0,1.0,,,,,32.64,,6.0,6.0,6.0,12.0,50.0,1.0,1.0,1.0,175,11.5,2021
Curtis Samuel,2558066,WR,WAS,,,,11.0,,6.0,27.0,,,,,,30.09,4.0,6.0,10.0,6.0,9.0,67.0,1.0,,,190,8.5,2021
Willie Snead,2550256,WR,CAR,,,,,,4.0,38.0,,,,,,30.34,,4.0,4.0,4.0,8.0,50.0,2.0,1.0,1.0,202,5.8,2021
Trent Taylor,2558202,WR,CIN,,,,,,2.0,41.0,,,,,,28.06,,2.0,2.0,2.0,3.0,67.0,1.0,,,206,5.1,2021
Justin Jefferson,2564556,WR,MIN,34.0,,,24.0,1.0,111.0,1623.0,7.0,,,1.0,,26.63,4.0,111.0,115.0,111.0,158.0,70.0,24.0,1.0,12.0,1,274.26,2022
Tyreek Hill,2556214,WR,MIA,,,,30.0,,109.0,1529.0,7.0,,1.0,,1.0,24.15,6.0,109.0,115.0,109.0,152.0,72.0,7.0,2.0,5.0,2,264.4,2022
Davante Adams,2543495,WR,LV,,,,-1.0,,86.0,1275.0,12.0,,,,1.0,32.18,3.0,86.0,89.0,86.0,151.0,57.0,18.0,,6.0,3,242.9,2022
Stefon Diggs,2552608,WR,BUF,,,,-3.0,,99.0,1299.0,10.0,,,,1.0,27.76,1.0,99.0,100.0,99.0,142.0,70.0,19.0,3.0,9.0,4,238.1,2022
A.J. Brown,2562238,WR,PHI,,,,,,74.0,1201.0,10.0,,,,2.0,31.97,,74.0,74.0,74.0,118.0,63.0,12.0,2.0,5.0,5,216.5,2022
CeeDee Lamb,2563848,WR,DAL,,,,47.0,,81.0,1087.0,6.0,,,,,24.69,10.0,81.0,91.0,81.0,124.0,65.0,8.0,1.0,3.0,6,193.3,2022
Amon-Ra St. Brown,2566073,WR,DET,,,,95.0,,89.0,974.0,6.0,,,,,28.89,8.0,89.0,97.0,89.0,119.0,75.0,13.0,5.0,8.0,7,187.4,2022
Jaylen Waddle,2566292,WR,MIA,,,,17.0,,62.0,1117.0,7.0,,,,1.0,24.15,2.0,62.0,64.0,62.0,101.0,61.0,8.0,,4.0,8,186.1,2022
Tyler Lockett,2552430,WR,SEA,,,,,,78.0,964.0,8.0,,,,2.0,30.49,,78.0,78.0,78.0,108.0,72.0,7.0,1.0,1.0,9,182.8,2022
Christian Kirk,2560781,WR,JAX,,,,7.0,,73.0,966.0,7.0,,,,1.0,23.41,4.0,73.0,77.0,73.0,116.0,63.0,16.0,3.0,10.0,10,177.3,2022
Ja'Marr Chase,2565941,WR,CIN,,,,8.0,,71.0,881.0,8.0,,,,1.0,25.7,5.0,71.0,76.0,71.0,110.0,65.0,21.0,2.0,10.0,11,175.5,2022
Amari Cooper,2552487,WR,CLE,,,1.0,,,67.0,932.0,7.0,,,,,27.14,,67.0,67.0,67.0,115.0,58.0,16.0,2.0,7.0,12,168.4,2022
Cooper Kupp,2557898,WR,LA,,,,52.0,1.0,75.0,812.0,6.0,,,,2.0,21.41,9.0,75.0,84.0,75.0,98.0,77.0,10.0,1.0,6.0,13,165.53,2022
Tee Higgins,2563731,WR,CIN,,,,,,65.0,894.0,6.0,,,1.0,,25.7,,65.0,65.0,65.0,93.0,70.0,6.0,2.0,3.0,15,159.9,2022
Terry McLaurin,2562489,WR,WAS,,,,17.0,,68.0,1015.0,3.0,,,,1.0,29.04,6.0,68.0,74.0,68.0,104.0,65.0,7.0,,,16,157.6,2022
Garrett Wilson,2568048,WR,NYJ,,,,4.0,,67.0,966.0,4.0,,,,1.0,30.08,4.0,67.0,71.0,67.0,110.0,61.0,17.0,1.0,10.0,17,154.5,2022
DeVonta Smith,2566409,WR,PHI,,,,,,71.0,901.0,5.0,,,,1.0,31.97,,71.0,71.0,71.0,103.0,69.0,8.0,,3.0,18,153.6,2022
Brandon Aiyuk,2565093,WR,SF,,,,7.0,,60.0,774.0,7.0,,,,1.0,27.45,1.0,60.0,61.0,60.0,90.0,67.0,12.0,,2.0,19,153.2,2022
Chris Olave,2567973,WR,NO,,,,,,63.0,940.0,3.0,,,1.0,1.0,27.41,,63.0,63.0,63.0,102.0,62.0,10.0,,2.0,20,152.1,2022
Zay Jones,2557863,WR,JAX,,,,21.0,,74.0,764.0,5.0,,,1.0,,23.41,3.0,74.0,77.0,74.0,106.0,70.0,14.0,4.0,7.0,21,147.5,2022
Mike Evans,2543468,WR,TB,,,,,,64.0,888.0,3.0,,,,,25.99,,64.0,64.0,64.0,108.0,59.0,12.0,,5.0,22,143.9,2022
Chris Godwin,2558105,WR,TB,,,,5.0,,81.0,785.0,3.0,,,,,25.99,3.0,81.0,84.0,81.0,116.0,70.0,14.0,3.0,10.0,24,139.3,2022
Deebo Samuel,2562721,WR,SF,,,,228.0,3.0,54.0,612.0,2.0,,,,3.0,27.45,41.0,54.0,95.0,54.0,91.0,59.0,12.0,7.0,10.0,25,137.7,2022
Adam Thielen,2541785,WR,MIN,,,,,,66.0,686.0,5.0,,,1.0,,26.63,,66.0,66.0,66.0,95.0,69.0,17.0,,8.0,28,135.3,2022
Curtis Samuel,2558066,WR,WAS,,,,189.0,1.0,57.0,600.0,3.0,,,,1.0,29.04,36.0,57.0,93.0,57.0,84.0,68.0,9.0,7.0,8.0,29,131.1,2022
D.J. Moore,2560813,WR,CAR,,,,45.0,,51.0,678.0,5.0,,,,,34.04,9.0,51.0,60.0,51.0,97.0,53.0,6.0,3.0,4.0,30,129.5,2022
Jerry Jeudy,2563896,WR,DEN,,,,1.0,,49.0,663.0,6.0,,,,,28.82,1.0,49.0,50.0,49.0,76.0,64.0,7.0,2.0,6.0,31,128.6,2022
Tyler Boyd,2555466,WR,CIN,23.0,,,,,50.0,690.0,5.0,,,1.0,,25.7,,50.0,50.0,50.0,71.0,70.0,8.0,,3.0,32,126.92,2022
Josh Palmer,2566502,WR,LAC,,,,4.0,,66.0,714.0,3.0,,,,1.0,24.54,1.0,66.0,67.0,66.0,97.0,68.0,7.0,1.0,3.0,33,126.0,2022
DeAndre Hopkins,2540165,WR,ARI,,,,,,63.0,713.0,3.0,,,,2.0,28.83,,63.0,63.0,63.0,86.0,73.0,14.0,,1.0,35,121.2,2022
Mack Hollins,2558262,WR,LV,4.0,,,40.0,,51.0,628.0,4.0,,,,,32.18,4.0,51.0,55.0,51.0,85.0,60.0,9.0,1.0,5.0,36,120.66,2022
Christian Watson,2567637,WR,GB,,,,68.0,2.0,29.0,447.0,7.0,,,,,27.79,5.0,29.0,34.0,29.0,47.0,62.0,10.0,1.0,4.0,37,120.0,2022
Diontae Johnson,2562674,WR,PIT,,,,25.0,,77.0,745.0,,,,1.0,1.0,26.89,7.0,77.0,84.0,77.0,123.0,63.0,13.0,2.0,4.0,38,119.9,2022
Mike Williams,2558846,WR,LAC,,,,,,48.0,693.0,4.0,,,,,24.54,,48.0,48.0,48.0,74.0,65.0,9.0,1.0,1.0,40,117.3,2022
Drake London,2567250,WR,ATL,,,,,,54.0,603.0,4.0,,,1.0,2.0,30.01,,54.0,54.0,54.0,92.0,59.0,10.0,2.0,9.0,41,113.5,2022
George Pickens,2568159,WR,PIT,,,,24.0,1.0,42.0,643.0,2.0,,,1.0,,26.89,3.0,42.0,45.0,42.0,69.0,61.0,4.0,1.0,3.0,42,109.4,2022
Marquise Brown,2562379,WR,ARI,,,,,,57.0,584.0,3.0,,,,1.0,28.83,,57.0,57.0,57.0,88.0,65.0,17.0,,2.0,43,108.0,2022
Jakobi Meyers,2562492,WR,NE,,,,-11.0,,52.0,640.0,3.0,,,1.0,2.0,26.56,2.0,52.0,54.0,52.0,73.0,71.0,4.0,,,44,106.6,2022
Courtland Sutton,2560888,WR,DEN,,,,5.0,,52.0,688.0,1.0,,,,,28.82,1.0,52.0,53.0,52.0,89.0,58.0,11.0,,6.0,45,106.4,2022
Isaiah McKenzie,2558129,WR,BUF,,,,49.0,1.0,40.0,404.0,4.0,,,,,27.76,8.0,40.0,48.0,40.0,60.0,67.0,8.0,3.0,5.0,48,97.0,2022
Noah Brown,2558091,WR,DAL,,,,,,40.0,533.0,3.0,,,,1.0,24.69,,40.0,40.0,40.0,62.0,65.0,10.0,1.0,3.0,52,92.7,2022
Jahan Dotson,2568321,WR,WAS,,,,-7.0,,23.0,338.0,6.0,,,1.0,,29.04,2.0,23.0,25.0,23.0,41.0,56.0,5.0,1.0,2.0,53,86.0,2022
Darnell Mooney,2563707,WR,CHI,,,,2.0,,40.0,493.0,2.0,,,,,29.64,1.0,40.0,41.0,40.0,61.0,66.0,6.0,1.0,3.0,54,84.9,2022
Chris Moore,2555209,WR,HOU,,,,5.0,,41.0,480.0,2.0,,,,,34.7,2.0,41.0,43.0,41.0,60.0,68.0,12.0,,1.0,56,82.7,2022
Brandin Cooks,2543498,WR,HOU,,,,7.0,,44.0,520.0,1.0,,,,,34.7,2.0,44.0,46.0,44.0,71.0,62.0,12.0,,3.0,58,80.7,2022
Nico Collins,2566127,WR,HOU,,,,,,37.0,481.0,2.0,,,,,34.7,,37.0,37.0,37.0,66.0,56.0,11.0,,3.0,59,80.3,2022
Keenan Allen,2540154,WR,LAC,,,,,,42.0,486.0,2.0,,,,1.0,24.54,,42.0,42.0,42.0,58.0,72.0,10.0,,2.0,61,79.6,2022
Josh Reynolds,2558194,WR,DET,,,,,,34.0,427.0,3.0,,,,,28.89,,34.0,34.0,34.0,52.0,65.0,11.0,,7.0,62,79.4,2022
Romeo Doubs,2567586,WR,GB,,,,11.0,,36.0,369.0,3.0,,,,2.0,27.79,1.0,36.0,37.0,36.0,55.0,65.0,6.0,1.0,,70,71.0,2022
Demarcus Robinson,2555478,WR,BAL,,,,,,44.0,419.0,1.0,,,,2.0,30.76,,44.0,44.0,44.0,62.0,71.0,16.0,,,71,71.0,2022
Allen Robinson,2543509,WR,LA,,,,,,33.0,339.0,3.0,,,,,21.41,,33.0,33.0,33.0,52.0,63.0,12.0,2.0,10.0,75,68.4,2022
Robert Woods,2540169,WR,TEN,,,,,,40.0,418.0,1.0,,,,1.0,24.01,,40.0,40.0,40.0,72.0,56.0,11.0,,4.0,79,65.8,2022
Rashid Shaheed,2569110,WR,NO,,,,50.0,1.0,15.0,334.0,2.0,,,,1.0,27.41,3.0,15.0,18.0,15.0,19.0,79.0,1.0,,1.0,85,61.9,2022
Nelson Agholor,2552600,WR,NE,,,,,,31.0,362.0,2.0,,,,2.0,26.56,,31.0,31.0,31.0,51.0,61.0,2.0,,2.0,87,60.7,2022
Equanimeous St. Brown,2560883,WR,CHI,,,,54.0,,18.0,300.0,1.0,,,,1.0,29.64,6.0,18.0,24.0,18.0,34.0,53.0,2.0,,,93,52.07,2022
Dante Pettis,2560836,WR,CHI,,,,37.0,,15.0,215.0,2.0,,,,1.0,29.64,2.0,15.0,17.0,15.0,29.0,52.0,3.0,,2.0,97,47.1,2022
Rashod Bateman,2565836,WR,BAL,,,,,,15.0,285.0,2.0,,,,1.0,30.76,,15.0,15.0,15.0,28.0,54.0,2.0,,1.0,98,46.8,2022
Tre'Quan Smith,2560878,WR,NO,,,,,,18.0,272.0,1.0,,,,,27.41,,18.0,18.0,18.0,26.0,69.0,2.0,,1.0,100,45.6,2022
Damiere Byrd,2553499,WR,ATL,,,,,,10.0,241.0,2.0,,,,,30.01,,10.0,10.0,10.0,18.0,56.0,,,,105,42.8,2022
Kendrick Bourne,2558914,WR,NE,,,,8.0,,24.0,273.0,,,,,2.0,26.56,4.0,24.0,28.0,24.0,32.0,75.0,2.0,2.0,1.0,112,37.1,2022
Zach Pascal,2558877,WR,PHI,,,,,,14.0,144.0,1.0,,,,,31.97,1.0,14.0,15.0,14.0,18.0,78.0,1.0,1.0,,113,36.7,2022
Phillip Dorsett,2552424,WR,HOU,,,,,,14.0,198.0,1.0,,,,,34.7,,14.0,14.0,14.0,31.0,45.0,4.0,,,117,32.8,2022
Ray-Ray McCloud,2560801,WR,SF,,,,7.0,,13.0,201.0,1.0,,,,2.0,27.45,3.0,13.0,16.0,13.0,22.0,59.0,,1.0,1.0,118,31.3,2022
River Cracraft,2559485,WR,MIA,,,,,,8.0,97.0,2.0,,,,,24.15,,8.0,8.0,8.0,13.0,62.0,3.0,,2.0,121,30.8,2022
Sterling Shepard,2555295,WR,NYG,,,,,,13.0,154.0,1.0,,,,,34.27,,13.0,13.0,13.0,24.0,54.0,1.0,,,128,27.9,2022
Kadarius Toney,2566376,WR,KC,,,,56.0,,9.0,74.0,1.0,,,,,23.69,4.0,9.0,13.0,9.0,12.0,75.0,1.0,,1.0,131,23.5,2022
Khalil Shakir,2567334,WR,BUF,,,,,,8.0,128.0,1.0,,,,,27.76,,8.0,8.0,8.0,17.0,47.0,,,,133,22.8,2022
Jameson Williams,2567565,WR,DET,,,,,,1.0,41.0,1.0,,,,,28.89,,1.0,1.0,1.0,4.0,25.0,,,,159,10.6,2022
Jamison Crowder,2552415,WR,BUF,,,,,,6.0,60.0,,,,,1.0,27.76,,6.0,6.0,6.0,13.0,46.0,,,,162,9.7,2022
Trent Taylor,2558202,WR,CIN,,,,15.0,,6.0,62.0,,,,,2.0,25.7,4.0,6.0,10.0,6.0,10.0,60.0,,2.0,,175,6.7,2022
Chris Conley,2552652,WR,TEN,,,,,,4.0,46.0,,,,,,24.01,,4.0,4.0,4.0,7.0,57.0,,,,176,6.6,2022
Laquon Treadwell,2555214,WR,SEA,,,,,,1.0,1.0,,,,,,30.49,,1.0,1.0,1.0,1.0,100.0,1.0,,,206,0.6,2022
