PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints,Year
Jonathan Taylor,2564148,RB,IND,,,,741.0,7.0,19.0,153.0,1.0,,,,1.0,17.72,169.0,19.0,188.0,19.0,23.0,83.0,4.0,31.0,13.0,33,144.9,2023
Tyjae Spears,2569795,RB,TEN,,,,453.0,2.0,52.0,385.0,1.0,,,,1.0,18.45,100.0,52.0,152.0,52.0,70.0,74.0,6.0,12.0,6.0,34,129.8,2023
Tyler Allgeier,2567232,RB,ATL,,,,683.0,4.0,18.0,193.0,1.0,,,1.0,,16.73,186.0,18.0,204.0,18.0,23.0,78.0,2.0,35.0,9.0,35,129.2,2023
Rhamondre Stevenson,2566343,RB,NE,,,,619.0,4.0,38.0,238.0,,,,,1.0,23.54,156.0,38.0,194.0,38.0,51.0,75.0,4.0,21.0,8.0,36,126.7,2023
Aaron Jones,2558116,RB,GB,,,,656.0,2.0,30.0,233.0,1.0,,,,2.0,21.17,142.0,30.0,172.0,30.0,43.0,70.0,10.0,41.0,6.0,37,118.87,2023
Alexander Mattison,2562682,RB,MIN,,,,700.0,,30.0,192.0,3.0,,,,3.0,14.39,180.0,30.0,210.0,30.0,44.0,68.0,11.0,27.0,23.0,38,118.67,2023
Antonio Gibson,2565276,RB,WAS,,,,265.0,1.0,48.0,389.0,2.0,,,,3.0,17.27,65.0,48.0,113.0,48.0,59.0,81.0,5.0,12.0,3.0,41,105.5,2023
Khalil Herbert,2565926,RB,CHI,,,,611.0,2.0,20.0,134.0,1.0,,,1.0,1.0,20.86,132.0,20.0,152.0,20.0,31.0,65.0,4.0,17.0,8.0,42,102.5,2023
Justice Hill,2562407,RB,BAL,,,,387.0,3.0,28.0,206.0,1.0,,,,1.0,20.55,84.0,28.0,112.0,28.0,39.0,72.0,1.0,21.0,8.0,43,95.3,2023
Samaje Perine,2558138,RB,DEN,,,,238.0,1.0,50.0,455.0,,,,,3.0,20.96,53.0,50.0,103.0,50.0,56.0,89.0,2.0,13.0,8.0,44,94.57,2023
Ty Chandler,2567907,RB,MIN,,,,461.0,3.0,21.0,159.0,,,,,,14.39,102.0,21.0,123.0,21.0,25.0,84.0,3.0,12.0,7.0,45,93.2,2023
Jaleel McLaughlin,2570942,RB,DEN,,,,410.0,1.0,31.0,160.0,2.0,,,,,20.96,76.0,31.0,107.0,31.0,36.0,86.0,5.0,12.0,4.0,46,92.0,2023
Zach Charbonnet,2570335,RB,SEA,,,,462.0,1.0,33.0,209.0,,,,,,26.1,108.0,33.0,141.0,33.0,40.0,83.0,1.0,22.0,13.0,47,90.2,2023
Roschon Johnson,2569615,RB,CHI,,,,352.0,2.0,34.0,209.0,,,,,1.0,20.86,81.0,34.0,115.0,34.0,40.0,85.0,4.0,12.0,5.0,48,86.8,2023
Rico Dowdle,2565295,RB,DAL,,,,361.0,2.0,17.0,144.0,2.0,,,,,23.4,89.0,17.0,106.0,17.0,22.0,77.0,4.0,18.0,5.0,50,83.6,2023
Kenneth Gainwell,2566397,RB,PHI,17.0,,,364.0,2.0,30.0,183.0,,,,1.0,3.0,21.73,84.0,30.0,114.0,30.0,37.0,81.0,,23.0,9.0,51,79.88,2023
Dameon Pierce,2567685,RB,HOU,,,,416.0,2.0,13.0,101.0,,1.0,,,,24.39,145.0,13.0,158.0,13.0,17.0,76.0,1.0,23.0,11.0,52,76.2,2023
Miles Sanders,2562722,RB,CAR,,,,432.0,1.0,27.0,154.0,,,,,2.0,15.95,129.0,27.0,156.0,27.0,41.0,66.0,2.0,13.0,6.0,53,75.1,2023
Zamir White,2567883,RB,LV,,,,451.0,1.0,15.0,98.0,,,,,1.0,25.22,104.0,15.0,119.0,15.0,19.0,79.0,1.0,13.0,8.0,56,68.5,2023
Keaton Mitchell,2570428,RB,BAL,,,,396.0,2.0,9.0,93.0,,,,,,20.55,47.0,9.0,56.0,9.0,11.0,82.0,1.0,3.0,,57,67.5,2023
Clyde Edwards-Helaire,2564271,RB,KC,,,,223.0,1.0,17.0,188.0,1.0,,,,,21.43,70.0,17.0,87.0,17.0,22.0,77.0,5.0,10.0,13.0,59,61.6,2023
Joshua Kelley,2565054,RB,LAC,,,,405.0,2.0,8.0,32.0,,,,,1.0,17.74,107.0,8.0,115.0,8.0,12.0,67.0,1.0,15.0,6.0,60,57.7,2023
Jamaal Williams,2558204,RB,NO,,,,306.0,1.0,18.0,62.0,,,,,1.0,16.45,106.0,18.0,124.0,18.0,20.0,90.0,1.0,13.0,3.0,63,50.8,2023
Ameer Abdullah,2552374,RB,LV,,,,89.0,,19.0,131.0,,,,,,25.22,15.0,19.0,34.0,19.0,24.0,79.0,3.0,2.0,1.0,64,50.7,2023
Royce Freeman,2560733,RB,LA,,,,319.0,2.0,1.0,13.0,,,,,,17.08,77.0,1.0,78.0,1.0,2.0,50.0,,14.0,9.0,65,50.5,2023
Chase Brown,2569642,RB,CIN,,,,179.0,,14.0,156.0,1.0,,,,1.0,17.35,44.0,14.0,58.0,14.0,15.0,93.0,1.0,5.0,,66,50.3,2023
Michael Carter,2566382,RB,ARI,,,,187.0,,24.0,101.0,1.0,,,,,24.34,30.0,24.0,54.0,24.0,31.0,77.0,4.0,7.0,6.0,67,48.3,2023
Elijah Mitchell,2566538,RB,SF,,,,281.0,2.0,6.0,14.0,,,,,,14.34,75.0,6.0,81.0,6.0,8.0,75.0,1.0,16.0,10.0,68,44.5,2023
Cam Akers,2564319,RB,MIN,,,,167.0,2.0,11.0,70.0,,,,,,14.39,60.0,11.0,71.0,11.0,12.0,92.0,2.0,8.0,5.0,69,41.2,2023
Matt Breida,2558918,RB,NYG,,,,151.0,1.0,17.0,88.0,,,,,1.0,17.09,55.0,17.0,72.0,17.0,21.0,81.0,,8.0,2.0,70,40.9,2023
Chase Edmonds,2560711,RB,TB,,,,176.0,,14.0,81.0,,,,,,24.57,49.0,14.0,63.0,14.0,17.0,82.0,,4.0,,71,39.9,2023
Kendre Miller,2570149,RB,NO,,,,156.0,1.0,10.0,117.0,,,,,,16.45,41.0,10.0,51.0,10.0,11.0,91.0,,3.0,1.0,74,38.3,2023
Kyle Juszczyk,2540230,RB,SF,,,,6.0,,14.0,119.0,2.0,,,,,14.34,5.0,14.0,19.0,14.0,17.0,82.0,5.0,7.0,4.0,77,33.0,2023
Craig Reynolds,2562834,RB,DET,,,,179.0,1.0,5.0,47.0,,,,,2.0,16.83,41.0,5.0,46.0,5.0,5.0,100.0,,6.0,5.0,79,31.3,2023
D'Ernest Johnson,2563327,RB,JAX,,,,108.0,,10.0,140.0,,,,,,17.56,41.0,10.0,51.0,10.0,12.0,83.0,,5.0,3.0,80,30.8,2023
Cordarrelle Patterson,2540145,RB,ATL,,,,181.0,,9.0,38.0,1.0,,,,1.0,16.73,50.0,9.0,59.0,9.0,12.0,75.0,2.0,8.0,7.0,81,30.4,2023
Ty Johnson,2562293,RB,BUF,,,,132.0,,7.0,62.0,1.0,,,,1.0,17.84,30.0,7.0,37.0,7.0,7.0,100.0,2.0,7.0,,83,30.0,2023
Patrick Taylor,2564040,RB,GB,,,,141.0,,11.0,49.0,,,,,,21.17,32.0,11.0,43.0,11.0,17.0,65.0,3.0,9.0,1.0,84,29.6,2023
Darrynton Evans,2564043,RB,MIA,,,,89.0,1.0,6.0,47.0,,,,,,18.86,23.0,6.0,29.0,6.0,11.0,55.0,2.0,4.0,1.0,86,22.6,2023
Dare Ogunbowale,2559362,RB,HOU,,,,35.0,,2.0,18.0,,,,,,24.39,8.0,2.0,10.0,2.0,7.0,29.0,,2.0,,87,22.5,2023
Nick Chubb,2561021,RB,CLE,,,,170.0,,4.0,21.0,,,,,,20.21,28.0,4.0,32.0,4.0,4.0,100.0,,3.0,2.0,88,21.1,2023
Trey Sermon,2566544,RB,IND,,,,160.0,,3.0,13.0,,,,,,17.72,35.0,3.0,38.0,3.0,6.0,50.0,,1.0,,91,18.8,2023
Trayveon Williams,2562600,RB,CIN,,,,69.0,,7.0,10.0,,,,,,17.35,15.0,7.0,22.0,7.0,9.0,78.0,1.0,2.0,,100,15.9,2023
Michael Burton,2552636,RB,DEN,,,,9.0,,3.0,8.0,,,,1.0,,20.96,7.0,3.0,10.0,3.0,3.0,100.0,1.0,1.0,,102,15.3,2023
Boston Scott,2561146,RB,PHI,,,,86.0,,4.0,52.0,,,,,1.0,21.73,20.0,4.0,24.0,4.0,6.0,67.0,,2.0,1.0,105,14.4,2023
Mike Boone,2561099,RB,CAR,,,,23.0,,7.0,40.0,,,,,1.0,15.95,5.0,7.0,12.0,7.0,9.0,78.0,,1.0,,113,10.8,2023
J.K. Dobbins,2563548,RB,BAL,,,,22.0,1.0,2.0,15.0,,,,,,20.55,8.0,2.0,10.0,2.0,3.0,67.0,1.0,1.0,2.0,115,10.7,2023
Nick Bawden,2560972,RB,NYJ,,,,4.0,1.0,3.0,21.0,,,,,,18.23,2.0,3.0,5.0,3.0,3.0,100.0,,1.0,1.0,117,10.0,2023
DeeJay Dallas,2565144,RB,SEA,,,,36.0,,6.0,26.0,,,,,2.0,26.1,10.0,6.0,16.0,6.0,9.0,67.0,,,,120,7.0,2023
Khari Blasingame,2562869,RB,CHI,,,,26.0,,3.0,2.0,,,,,,20.86,8.0,3.0,11.0,3.0,6.0,50.0,1.0,1.0,,124,5.8,2023
Ke'Shawn Vaughn,2565258,RB,NE,,,,42.0,,2.0,2.0,,,,,,23.54,24.0,2.0,26.0,2.0,5.0,40.0,1.0,1.0,1.0,126,5.4,2023
Kene Nwangwu,2566313,RB,MIN,,,,13.0,,,,,,,,,14.39,5.0,,5.0,,,,,,,134,2.8,2023
Jonathan Ward,2564949,RB,TEN,,,,11.0,,,,,,,,,18.45,3.0,,3.0,,,,,,,138,2.6,2023
James Robinson,2564223,RB,NO,,,,2.0,,1.0,-2.0,,,,,,16.45,1.0,1.0,2.0,1.0,1.0,100.0,,,,150,0.5,2023
